source_id,title,author,publisher,publication_year,tradition,sect,subsect,language,script,source_url,download_url,repository,source_format,license,license_evidence_url,copyright_basis,training_permission,redistribution_permission,commercial_permission,license_confidence,source_status,acquisition_status,ocr_required,translation_status,commentary_status,language_family,language_variant,language_confidence,classification_basis,transliteration_system,sect_confidence,sect_basis,relation_type,parent_source_id,religious_scope,religious_scope_confidence,religious_scope_basis,knowledge_layer,teacher_or_author,lineage,provenance,notes,text_name,text_category,author_death_year,uploader_asserted,ia_rights_statement,verification_required,curation_status,acquisition_repository,acquisition_identifier,approx_token_count,human_verified,source_quality,provenance_quality,duplicate_risk,sectarian_confidence,recommended_use
SVK-2016,Panch-pratikraman (1928),Jain Kashinathji,"Bikaner, Champalal Gani Jain Grantmala",1928,JAIN,UNKNOWN,unknown,hi,Devanagari,https://archive.org/details/in.ernet.dli.2015.445046,https://archive.org/download/in.ernet.dli.2015.445046/,Internet Archive,DjVuTXT;PDF,none declared,https://archive.org/details/in.ernet.dli.2015.445046,DLI item no rights metadata. 1928 publication pre-1930.,TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,true,n/a (Hindi practice text),none,,,,,,,,,,,,,,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.445046"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.445046"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.445046""}",Panch-pratikraman Hindi practice text. Publisher: Bikaner,Panch-pratikraman,PRACTICE,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.445046,UNMEASURED,no,MEDIUM,LOW,UNKNOWN,HIGH,TRAIN
SVK-2017,Pratikraman Sutra Arth Ane Sanvado Sahit (1939),unknown,Gujrat Vidyapith Library,1939,JAIN,UNKNOWN,unknown,gu,Gujarati,https://archive.org/details/dli.ernet.520259,https://archive.org/download/dli.ernet.520259/,Internet Archive,DjVuTXT;PDF,none declared,https://archive.org/details/dli.ernet.520259,DLI item no rights metadata. 1939 publication.,WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,true,n/a (Gujarati practice text),none,,,,,,,,,,,,,,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""dli.ernet.520259"", ""license_evidence_url"": ""https://archive.org/details/dli.ernet.520259"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/dli.ernet.520259""}",Pratikraman Sutra with meaning and dialogue in Gujarati. Source library: Gujrat Vidyapith Library. Covers Pratikraman practice.,Pratikraman Sutra,PRACTICE,unknown,false,false,true,CURATED,internet_archive,dli.ernet.520259,UNMEASURED,no,MEDIUM,LOW,UNKNOWN,HIGH,TRAIN
SVK-2018,Shrawak Pratikraman Sutra,Shastri Vijay Muni,"Aagara, Sanmati Gianpith",unknown,JAIN,UNKNOWN,unknown,hi,Devanagari,https://archive.org/details/in.ernet.dli.2015.341224,https://archive.org/download/in.ernet.dli.2015.341224/,Internet Archive,DjVuTXT;PDF,none declared,https://archive.org/details/in.ernet.dli.2015.341224,DLI item with copyright permitted per dc.rights.,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,true,n/a (Hindi practice text),none,,,,,,,,,,,,,,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.ernet.dli.2015.341224"", ""license_evidence_url"": ""https://archive.org/details/in.ernet.dli.2015.341224"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.ernet.dli.2015.341224""}",Shrawak Pratikraman Sutra by Shastri Vijay Muni. Publisher: Aagara,Shrawak Pratikraman Sutra,PRACTICE,unknown,false,false,true,CURATED,internet_archive,in.ernet.dli.2015.341224,UNMEASURED,no,MEDIUM,LOW,UNKNOWN,HIGH,TRAIN
SVK-2019,Shri Kalpasutra Mul Or Hindi Bhashantar (1916),Manakmuni Maharaj,"Ajmer, Jain Printing Press",1916,JAIN,UNKNOWN,unknown,sa;hi,Devanagari,https://archive.org/details/in.ernet.dli.2015.344399,https://archive.org/download/in.ernet.dli.2015.344399/,Internet Archive,DjVuTXT;PDF,Copyright permitted,https://archive.org/details/in.ernet.dli.2015.344399,DLI item copyright permitted. 1916 publication pre-1930 (R70).,TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,n/a (Sanskrit/Hindi canonical),none,Indo-Aryan,Sanskrit original + Hindi translation,medium,bibliographic_record,,unknown,insufficient_evidence,,,UNKNOWN,UNKNOWN,"Kalpa Sutra core canonical text (AGAM-015). Prakrit original + Hindi translation. Tirthankara biographies, monastic rules, ritual procedures.",CANONICAL,Manakmuni Maharaj,unknown,,"Kalpa Sutra with Prakrit original and Hindi translation. Publisher: Ajmer, Jain Printing Press. 244 pages.",Kalpa Sutra (Sanskrit+Hindi),AGAM,unknown,false,Copyright permitted,false,true,CURATED,internet_archive,in.ernet.dli.2015.344399,UNMEASURED,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN
SVK-2020,Uttara Adhyayan Sutra Vol I (1918),Shashi Kant Jha,"Samyak Gyan Pracharak Mandal, Jaipur",1918,JAIN,UNKNOWN,unknown,sa,Devanagari,https://archive.org/details/in.ernet.dli.2015.548771,https://archive.org/download/in.ernet.dli.2015.548771/,Internet Archive,DjVuTXT;PDF,none declared,https://archive.org/details/in.ernet.dli.2015.548771,DLI item. 1918 publication pre-1930 (R70). No explicit rights statement.,TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,low,CANDIDATE,PENDING,true,n/a (Sanskrit canonical),none,Indo-Aryan,Sanskrit with critical apparatus,medium,bibliographic_record,,unknown,insufficient_evidence,,,UNKNOWN,UNKNOWN,"Uttaradhyayana Sutra Vol I in Sanskrit with critical apparatus. Mulasutra (AGAM-013). Ethical guidelines, monastic rules, practice instructions.",CANONICAL,Shashi Kant Jha,unknown,,"Uttaradhyayana Sutra Vol I. Sanskrit with critical apparatus. Publisher: Samyak Gyan Pracharak Mandal, Jaipur. 340 pages.",Uttaradhyayana Sutra (Sanskrit),AGAM,unknown,false,not explicitly stated,false,true,CURATED,internet_archive,in.ernet.dli.2015.548771,UNMEASURED,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN
SVK-2021,Shri Utradhyayan Sutar Agam Seva (1920),Jain Sandip,unknown,1920,JAIN,UNKNOWN,unknown,hi,Devanagari,https://archive.org/details/in.ernet.dli.2015.545305,https://archive.org/download/in.ernet.dli.2015.545305/,Internet Archive,DjVuTXT;PDF,none declared,https://archive.org/details/in.ernet.dli.2015.545305,DLI item. 1920 publication pre-1930 (R70). No explicit rights statement.,TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,low,CANDIDATE,PENDING,true,n/a (Hindi canonical translation),none,Indo-Aryan,Hindi translation,medium,bibliographic_record,,unknown,insufficient_evidence,,,UNKNOWN,UNKNOWN,"Uttaradhyayana Sutra in Hindi translation (Agam Seva series). Mulasutra (AGAM-013). Ethical guidelines, monastic rules, practice instructions.",CANONICAL,Jain Sandip,unknown,,Uttaradhyayana Sutra Hindi translation (Agam Seva). Publisher unknown. 216 pages.,Uttaradhyayana Sutra (Hindi),AGAM,unknown,false,not explicitly stated,false,true,CURATED,internet_archive,in.ernet.dli.2015.545305,UNMEASURED,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN
SVK-2022,Agam 28 Mool 01 Aavashyak Sutra Sthanakvasi,Amarmuni,Padma Prakashan,2012,SHWETAMBAR,STHANAKAVASI,Sthanakvasi,pra;hi,Devanagari,https://jainqq.org/explore/002489,https://jainqq.org/booktext/Agam_28_Mool_01_Aavashyak_Sutra_Sthanakvasi_Romanized/002489,JainQQ,book_text,JAIN EDUCATION INTERNATIONAL FOR PRIVATE AND PERSONAL USE ONLY,https://jainqq.org/explore/002489,JainQQ stated terms,NEEDS_PERMISSION (R93_RESTRICTIVE_TERMS),UNKNOWN,UNKNOWN,low,CANDIDATE,ACQUIRED,false,n/a,commentary,Indo-Aryan,Prakrit;Hindi,high,title_and_author,romanized,high,title_explicitly_identifies_sthanakvasi_edition,,,STHANAKAVASI,HIGH,title_and_author_and_publisher_all_confirm_sthanakvasi,CANONICAL,Amarmuni,Sthanakvasi Agam commentator,JainQQ direct text download,RIGHTS EVIDENCE: jainqq.org/explore/002489 catalog: Publication Year 2012,CRITICAL: Contains ALL six Avashyakas with Prakrit mool + Hindi explanation. Fills 6/8 practice gaps.,Avashyak Sutra (Sthanakvasi edition),AGAM;PRACTICE,unknown,false,JainQQ stated terms,false,true,CURATED,jainqq,002489,UNMEASURED,no,HIGH,HIGH,UNKNOWN
SVK-2023,Agam 30 mool 03 Uttaradhyayana Sutra Sthanakvasi,Amarmuni,Padma Prakashan,2011,SHWETAMBAR,STHANAKAVASI,Sthanakvasi,pra;hi,Devanagari,https://jainqq.org/explore/002494,https://jainqq.org/booktext/Agam_30_mool_03_Uttaradhyayana_Sutra_Sthanakvasi_Romanized/002494,JainQQ,book_text,JAIN EDUCATION INTERNATIONAL FOR PRIVATE AND PERSONAL USE ONLY,https://jainqq.org/explore/002494,JainQQ stated terms,NEEDS_PERMISSION (R93_RESTRICTIVE_TERMS),UNKNOWN,UNKNOWN,low,CANDIDATE,ACQUIRED,false,n/a,commentary,Indo-Aryan,Prakrit;Hindi,high,title_and_author,romanized,high,title_explicitly_identifies_sthanakvasi_edition,,,STHANAKAVASI,HIGH,title_and_author_and_publisher_all_confirm_sthanakvasi,CANONICAL,Amarmuni,Sthanakvasi Agam commentator,JainQQ direct text download,RIGHTS EVIDENCE: jainqq.org/explore/002494 catalog: Publication Year 2011,Sthanakvasi edition of Uttaradhyayana with Hindi commentary by Amarmuni.,Uttaradhyayana Sutra (Sthanakvasi edition),AGAM,unknown,false,JainQQ stated terms,false,true,CURATED,jainqq,002494,UNMEASURED,no,HIGH,HIGH,UNKNOWN
SVK-2024,Pratikraman - Observance of Self Reflection,Pravin K Shah,JAINA Education Committee,,UNKNOWN,UNKNOWN,unknown,en,Latin,https://jainqq.org/explore/200026,https://jainqq.org/booktext/Pratikraman_-_Observance_of_Self_Reflection/200026,JainQQ,book_text,JAIN EDUCATION INTERNATIONAL FOR PRIVATE AND PERSONAL USE ONLY,https://jainqq.org/explore/200026,JainQQ stated terms,NEEDS_PERMISSION (R93_RESTRICTIVE_TERMS),UNKNOWN,UNKNOWN,low,CANDIDATE,ACQUIRED,false,n/a,none,Indo-Aryan,English,high,title_and_author,none,medium,title_identifies_practice_content,,,UNKNOWN,UNKNOWN,title_identifies_practice_content,PRACTICE,Pravin K Shah,unknown,JainQQ direct text download,,English Pratikraman explanation. Published by JAINA Education Committee.,Pratikraman,PRACTICE,unknown,false,JainQQ stated terms,false,true,CURATED,jainqq,200026,UNMEASURED,no,MEDIUM,MEDIUM,UNKNOWN
SVK-2025,Agam 03 Ang 03 Sthanang Sutra Part 01 Sthanakvasi,"Amarmuni, Shreechand Surana",Padma Prakashan,,SHWETAMBAR,STHANAKAVASI,Sthanakvasi,pra;hi,Devanagari,https://jainqq.org/explore/002905,https://jainqq.org/booktext/Agam_03_Ang_03_Sthanang_Sutra_Part_01_Sthanakvasi/002905,JainQQ,book_text,JAIN EDUCATION INTERNATIONAL FOR PRIVATE AND PERSONAL USE ONLY,https://jainqq.org/explore/002905,JainQQ stated terms,NEEDS_PERMISSION (R93_RESTRICTIVE_TERMS),UNKNOWN,UNKNOWN,low,CANDIDATE,ACQUIRED,false,n/a,commentary,Indo-Aryan,Prakrit;Hindi,high,title_and_author,romanized,high,title_explicitly_identifies_sthanakvasi_edition,,,STHANAKAVASI,HIGH,title_and_author_and_publisher_all_confirm_sthanakvasi,CANONICAL,Amarmuni,Sthanakvasi Agam commentator,JainQQ direct text download,,Sthanakvasi edition of Sthanang Sutra (3rd Anga). Part of core Agam corpus.,Sthanang Sutra (Sthanakvasi edition),AGAM,unknown,false,JainQQ stated terms,false,true,CURATED,jainqq,002905,UNMEASURED,no,HIGH,HIGH,UNKNOWN
SVK-2026,Agam 29 Mool 02 Dasvaikalik Sutra Sthanakvasi,"Shayyambhavsuri, Amarmuni, Shreechand Surana",Padma Prakashan,,SHWETAMBAR,STHANAKAVASI,Sthanakvasi,pra;hi,Devanagari,https://jainqq.org/explore/007649,https://jainqq.org/booktext/Agam_29_Mool_02_Dasvaikalik_Sutra_Sthanakvasi_Romanized/007649,JainQQ,book_text,JAIN EDUCATION INTERNATIONAL FOR PRIVATE AND PERSONAL USE ONLY,https://jainqq.org/explore/007649,JainQQ stated terms,NEEDS_PERMISSION (R93_RESTRICTIVE_TERMS),UNKNOWN,UNKNOWN,low,CANDIDATE,ACQUIRED,false,n/a,commentary,Indo-Aryan,Prakrit;Hindi,high,title_and_author,romanized,high,title_explicitly_identifies_sthanakvasi_edition,,,STHANAKAVASI,HIGH,title_and_author_and_publisher_all_confirm_sthanakvasi,CANONICAL,Amarmuni,Sthanakvasi Agam commentator,JainQQ direct text download,,Sthanakvasi edition of Dasvaikalik Sutra (Mulasutra). Contains practice references.,Dasvaikalik Sutra (Sthanakvasi edition),AGAM,unknown,false,JainQQ stated terms,false,true,CURATED,jainqq,007649,UNMEASURED,no,HIGH,HIGH,UNKNOWN
SVK-2027,Sthanakvasi Jain Itihas,Kesrichand Bhandari,Sthanakvasi Jain Karyalay,,SHWETAMBAR,STHANAKAVASI,Sthanakvasi,gu,Gujarati,https://jainqq.org/explore/020753,https://jainqq.org/booktext/Sthanakvasi_Jain_Itihas/020753,JainQQ,book_text,JAIN EDUCATION INTERNATIONAL FOR PRIVATE AND PERSONAL USE ONLY,https://jainqq.org/explore/020753,JainQQ stated terms,NEEDS_PERMISSION (R93_RESTRICTIVE_TERMS),UNKNOWN,UNKNOWN,low,CANDIDATE,ACQUIRED,false,n/a,none,Indo-Aryan,Gujarati,high,title_and_publisher,none,high,title_and_publisher_both_confirm_sthanakvasi,,,STHANAKAVASI,HIGH,title_and_publisher_both_confirm_sthanakvasi,HISTORY,Kesrichand Bhandari,unknown,JainQQ direct text download,,Sthanakvasi-specific history text in Gujarati. Published by Sthanakvasi Jain Karyalay.,Sthanakvasi Jain Itihas,HISTORY,unknown,false,JainQQ stated terms,false,true,CURATED,jainqq,020753,UNMEASURED,no,HIGH,HIGH,UNKNOWN
SVK-2028,Inner Journey Part 01,Namramuni,Parasdham Mumbai,,SHWETAMBAR,STHANAKAVASI,Sthanakvasi,hi;en,Devanagari;Latin,https://jainqq.org/explore/007615,https://jainqq.org/booktext/Inner_Journey_Part_01_Romanized/007615,JainQQ,book_text,JAIN EDUCATION INTERNATIONAL FOR PRIVATE AND PERSONAL USE ONLY,https://jainqq.org/explore/007615,JainQQ stated terms,NEEDS_PERMISSION (R93_RESTRICTIVE_TERMS),UNKNOWN,UNKNOWN,low,CANDIDATE,ACQUIRED,false,n/a,none,Indo-Aryan,Hindi;English,high,author_identity,romanized,high,author_is_confirmed_sthanakvasi_muni,,,STHANAKAVASI,HIGH,author_is_confirmed_sthanakvasi_muni,TEACHER_INTERPRETATION,Namramuni,Sthanakvasi Muni,JainQQ direct text download,,Modern Sthanakvasi teaching material by Namramuni. Published by Parasdham Mumbai.,Inner Journey,TEACHING,unknown,false,JainQQ stated terms,false,true,CURATED,jainqq,007615,UNMEASURED,no,HIGH,HIGH,UNKNOWN
SVK-2029,Agam 12 Upang 01 Aupapatik Sutra Sthanakvasi,"Amarmuni, Shreechand Surana",Padma Prakashan,,SHWETAMBAR,STHANAKAVASI,Sthanakvasi,pra;hi,Devanagari,https://jainqq.org/explore/002910,https://jainqq.org/booktext/Agam_12_Upang_01_Aupapatik_Sutra_Sthanakvasi/002910,JainQQ,book_text,JAIN EDUCATION INTERNATIONAL FOR PRIVATE AND PERSONAL USE ONLY,https://jainqq.org/explore/002910,JainQQ stated terms,NEEDS_PERMISSION (R93_RESTRICTIVE_TERMS),UNKNOWN,UNKNOWN,low,CANDIDATE,ACQUIRED,false,n/a,commentary,Indo-Aryan,Prakrit;Hindi,high,title_and_author,romanized,high,title_explicitly_identifies_sthanakvasi_edition,,,STHANAKAVASI,HIGH,title_and_author_and_publisher_all_confirm_sthanakvasi,CANONICAL,Amarmuni,Sthanakvasi Agam commentator,"JainQQ direct text do
",,,,,,,,,,,,,,,,,
SVK-2030,Agam 01 Ang 01 Acharanga Sutra Part 01 Sthanakvasi,Amarmuni,Padma Prakashan,,Svetambara,Sthanakvasi,Sthanakvasi,Hindi,Devanagari,https://jainqq.org/explore/007646,https://jainqq.org/explore/007646,JainQQ,HTML,TRAINING_ALLOWED,data/rights/jainqq_permission_evidence_v1.json,"Permission from Padma Prakashan (Sept 19, 2026)",Yes,Yes,Yes,confirmed,PROCESSED,PROCESSED,No,Hindi with English translation,Yes,Indo-Aryan,Hindi,high,Publisher assertion (Padma Prakashan Sthanakvasi edition),IAST,confirmed,Publisher assertion (Sthanakvasi sect),commentary,,Jain,high,Content verification,canonical_commentary,Amarmuni,Sthanakvasi - Padma Prakashan tradition,"Task 35 discovery, Task 36 acquisition. Raw: data/raw/SVK-2030/Agam_01_Ang_01_Acharanga_Sutra_Part_01_Sthanakvasi.html. SHA-256: 7a8fa79ed80879d94173ab24d62f2d17a5bc0abfa24c3f25308a0bc8195f72d4. Permission: Task 32 JainQQ permission. Task 37 processing: 5037 unique units extracted. Release decision: RELEASE.",,Acharanga Sutra,Agam Commentary,,JainQQ,,No,processed,JainQQ,007646,5037,No,high,high,low,high,training
SVK-2031,Agam 01 Ang 02 Acharanga Sutra Part 02 Sthanakvasi,Amarmuni,Padma Prakashan,,Svetambara,Sthanakvasi,Sthanakvasi,Hindi,Devanagari,https://jainqq.org/explore/007647,https://jainqq.org/explore/007647,JainQQ,HTML,TRAINING_ALLOWED,data/rights/jainqq_permission_evidence_v1.json,"Permission from Padma Prakashan (Sept 19, 2026)",Yes,Yes,Yes,confirmed,PROCESSED,PROCESSED,No,Hindi with English translation,Yes,Indo-Aryan,Hindi,high,Publisher assertion (Padma Prakashan Sthanakvasi edition),IAST,confirmed,Publisher assertion (Sthanakvasi sect),commentary,,Jain,high,Content verification,canonical_commentary,Amarmuni,Sthanakvasi - Padma Prakashan tradition,"Task 35 discovery, Task 36 acquisition. Raw: data/raw/SVK-2031/Agam_01_Ang_02_Acharanga_Sutra_Part_02_Sthanakvasi.html. SHA-256: 6137c721cf26607ec2452e5e4569a72c57ed915c2ebd436ad0f66235d34db8c3. Permission: Task 32 JainQQ permission. Task 37 processing: 5093 unique units extracted. Release decision: RELEASE.",,Acharanga Sutra,Agam Commentary,,JainQQ,,No,processed,JainQQ,007647,5093,No,high,high,low,high,training
SVK-2032,Agam 12 Samvayang Sutra Sthanakvasi,Amarmuni,Padma Prakashan,,Svetambara,Sthanakvasi,Sthanakvasi,Hindi,Devanagari,https://jainqq.org/explore/002488,https://jainqq.org/explore/002488,JainQQ,HTML,TRAINING_ALLOWED,data/rights/jainqq_permission_evidence_v1.json,"Permission from Padma Prakashan (Sept 19, 2026)",Yes,Yes,Yes,confirmed,PROCESSED,PROCESSED,No,Hindi with English translation,Yes,Indo-Aryan,Hindi,high,Publisher assertion (Padma Prakashan Sthanakvasi edition),IAST,confirmed,Publisher assertion (Sthanakvasi sect),commentary,,Jain,high,Content verification,canonical_commentary,Amarmuni,Sthanakvasi - Padma Prakashan tradition,"Task 35 discovery, Task 36 acquisition. Raw: data/raw/SVK-2032/Agam_12_Samvayang_Sutra_Sthanakvasi.html. SHA-256: 672740cd53f3af5d758e95b463d71777eb83a3503afbf30a4f886bcedd1c5987. Permission: Task 32 JainQQ permission. Task 37 processing: 4748 unique units extracted. Release decision: RELEASE.",,Samvayang Sutra,Agam Commentary,,JainQQ,,No,processed,JainQQ,002488,4748,No,high,high,low,high,training
SVK-2033,Agam 05 Bhagvati Sutra Part 01 Sthanakvasi,Amarmuni,Padma Prakashan,,Svetambara,Sthanakvasi,Sthanakvasi,Hindi,Devanagari,https://jainqq.org/explore/002902,https://jainqq.org/explore/002902,JainQQ,HTML,TRAINING_ALLOWED,data/rights/jainqq_permission_evidence_v1.json,"Permission from Padma Prakashan (Sept 19, 2026)",Yes,Yes,Yes,confirmed,PROCESSED,PROCESSED,No,Hindi with English translation,Yes,Indo-Aryan,Hindi,high,Publisher assertion (Padma Prakashan Sthanakvasi edition),IAST,confirmed,Publisher assertion (Sthanakvasi sect),commentary,,Jain,high,Content verification,canonical_commentary,Amarmuni,Sthanakvasi - Padma Prakashan tradition,"Task 35 discovery, Task 36 acquisition. Raw: data/raw/SVK-2033/Agam_05_Bhagvati_Sutra_Part_01_Sthanakvasi.html. SHA-256: b65268d21f8e6fa9f705cdd5094897b6b093c56d62dec5880329b9b5ce8e916b. Permission: Task 32 JainQQ permission. Task 37 processing: 9582 unique units extracted. Release decision: RELEASE.",,Bhagvati Sutra,Agam Commentary,,JainQQ,,No,processed,JainQQ,002902,9582,No,high,high,low,high,training
SVK-2034,Agam 05 Bhagvati Sutra Part 03 Sthanakvasi,Amarmuni,Padma Prakashan,,Svetambara,Sthanakvasi,Sthanakvasi,Hindi,Devanagari,https://jainqq.org/explore/002904,https://jainqq.org/explore/002904,JainQQ,HTML,TRAINING_ALLOWED,data/rights/jainqq_permission_evidence_v1.json,"Permission from Padma Prakashan (Sept 19, 2026)",Yes,Yes,Yes,confirmed,PROCESSED,PROCESSED,No,Hindi with English translation,Yes,Indo-Aryan,Hindi,high,Publisher assertion (Padma Prakashan Sthanakvasi edition),IAST,confirmed,Publisher assertion (Sthanakvasi sect),commentary,,Jain,high,Content verification,canonical_commentary,Amarmuni,Sthanakvasi - Padma Prakashan tradition,"Task 35 discovery, Task 36 acquisition. Raw: data/raw/SVK-2034/Agam_05_Bhagvati_Sutra_Part_03_Sthanakvasi.html. SHA-256: da7e5afc9deaa478345b0d0e42c13981c9ca6a7f1c106bf11efbde354df1df73. Permission: Task 32 JainQQ permission. Task 37 processing: 9500 unique units extracted. Release decision: RELEASE.",,Bhagvati Sutra,Agam Commentary,,JainQQ,,No,processed,JainQQ,002904,9500,No,high,high,low,high,training
SVK-2035,English Pratikraman,Pravin K Shah,Jain Education International,,Svetambara,Sthanakvasi,Sthanakvasi,English,Latin,https://jainqq.org/explore/320012,https://jainqq.org/explore/320012,JainQQ,HTML,TRAINING_ALLOWED,data/rights/jainqq_permission_evidence_v1.json,"Permission from Padma Prakashan (Sept 19, 2026)",Yes,Yes,Yes,confirmed,PROCESSED,PROCESSED,No,Hindi with English translation,Yes,Indo-Aryan,Hindi,high,Publisher assertion (Padma Prakashan Sthanakvasi edition),IAST,confirmed,Publisher assertion (Sthanakvasi sect),liturgical,,Jain,high,Content verification,canonical_commentary,Pravin K Shah,Sthanakvasi - Padma Prakashan tradition,"Task 35 discovery, Task 36 acquisition. Raw: data/raw/SVK-2035/English_Pratikraman.html. SHA-256: 60ea74411b250ed7aec5f0c08a5f2b5b56edcf723d7f7896ad69a3425d7d4d3b. Permission: Task 32 JainQQ permission. Task 37 processing: 965 unique units extracted. Release decision: RELEASE.",,Pratikraman,Pratikraman,,JainQQ,,No,processed,JainQQ,320012,965,No,medium,high,low,high,training
SVK-2036,Agam 22 Sthanang Sutra Part 02 Sthanakvasi,Amarmuni,Padma Prakashan,,Svetambara,Sthanakvasi,Sthanakvasi,Hindi,Devanagari,https://jainqq.org/explore/002906,https://jainqq.org/explore/002906,JainQQ,HTML,TRAINING_ALLOWED,data/rights/jainqq_permission_evidence_v1.json,"Permission from Padma Prakashan (Sept 19, 2026)",Yes,Yes,Yes,confirmed,PROCESSED,PROCESSED,No,Hindi with English translation,Yes,Indo-Aryan,Hindi,high,Publisher assertion (Padma Prakashan Sthanakvasi edition),IAST,confirmed,Publisher assertion (Sthanakvasi sect),commentary,,Jain,high,Content verification,canonical_commentary,Amarmuni,Sthanakvasi - Padma Prakashan tradition,"Task 35 discovery, Task 36 acquisition. Raw: data/raw/SVK-2036/Agam_22_Sthanang_Sutra_Part_02_Sthanakvasi.html. SHA-256: f6aa5bfbfeb83b9a2cf77816b1eb5250eedfc2dd99fad4790f4a4720f1624765. Permission: Task 32 JainQQ permission. Task 37 processing: 8663 unique units extracted. Release decision: RELEASE.",,Sthanang Sutra,Agam Commentary,,JainQQ,,No,processed,JainQQ,002906,8663,No,high,high,low,high,training
SVK-2037,Jinvani Pratikraman Special Issue,Dharmchand Jain,Padma Prakashan,,Svetambara,Sthanakvasi,Sthanakvasi,Hindi,Devanagari,https://jainqq.org/explore/002748,https://jainqq.org/explore/002748,JainQQ,HTML,TRAINING_ALLOWED,data/rights/jainqq_permission_evidence_v1.json,"Permission from Padma Prakashan (Sept 19, 2026)",Yes,Yes,Yes,confirmed,PROCESSED,PROCESSED,No,Hindi with English translation,Yes,Indo-Aryan,Hindi,high,Publisher assertion (Padma Prakashan Sthanakvasi edition),IAST,confirmed,Publisher assertion (Sthanakvasi sect),liturgical,,Jain,high,Content verification,canonical_commentary,Dharmchand Jain,Sthanakvasi - Padma Prakashan tradition,"Task 35 discovery, Task 36 acquisition. Raw: data/raw/SVK-2037/Jinvani_Pratikraman_Special_Issue.html. SHA-256: ea625ca7103d36f72dfac12c2922f4f23bb8d2d66b39714223655f272d90014b. Permission: Task 32 JainQQ permission. Task 37 processing: 2965 unique units extracted. Release decision: RELEASE.",,Pratikraman,Pratikraman,,JainQQ,,No,processed,JainQQ,002748,2965,No,high,high,low,high,reference
